Research ID,Structure ID,unused,unused
R-Defense-Bunker-Rocket-AT,PillBox6,0,0
R-Defense-Bunker2-Rocket-AT2,Bunker2-Rocket-AT2,0,0
R-Defense-Bunker3-Rocket-AT3,Bunker3-Rocket-AT3,0,0
R-Defense-Bunker-Rocket-ATHvy,Bunker-Rocket-ATHvy,0,0
R-Defense-Bunker2-Rocket-AT2Hvy,Bunker2-Rocket-AT2Hvy,0,0
R-Defense-Bunker3-Rocket-AT3Hvy,Bunker3-Rocket-AT3Hvy,0,0
R-Defense-Bunker-Rocket-Pod,Bunker-Rocket-Pod,0,0
R-Defense-Bunker2-Rocket-Pod2,Bunker2-Rocket-Pod2,0,0
R-Defense-Bunker3-Rocket-Pod3,Bunker3-Rocket-Pod3,0,0
R-Defense-Bunker-Rocket-PodTwin,Bunker-Rocket-PodTwin,0,0
R-Defense-Bunker2-Rocket-Pod2Twin,Bunker2-Rocket-Pod2Twin,0,0
R-Defense-Bunker3-Rocket-Pod3Twin,Bunker3-Rocket-Pod3Twin,0,0
R-Defense-Bunker-Rocket-PodQuad,Bunker-Rocket-PodQuad,0,0
R-Defense-Bunker2-Rocket-Pod2Quad,Bunker2-Rocket-Pod2Quad,0,0
R-Defense-Bunker3-Rocket-Pod3Quad,Bunker3-Rocket-Pod3Quad,0,0
R-Defense-Bunker-Rocket-MRL,Bunker-Rocket-MRL,0,0
R-Defense-Bunker-Rocket-MRLHvy,Bunker-Rocket-MRLHvy,0,0
R-Defense-Bunker2-Rocket-TopAttack,Bunker2-Rocket-TopAttack,0,0
R-Defense-Bunker2-Rocket-TopAttackHvy,Bunker2-Rocket-TopAttackHvy,0,0
R-Defense-Bunker3-Rocket-Seraph,Bunker3-Rocket-Seraph,0,0
R-Defense-Bunker3-Rocket-SeraphHvy,Bunker3-Rocket-SeraphHvy,0,0
R-Defense-Bunker2-Rocket-TopAtkInc,Bunker2-Rocket-TopAtkInc,0,0
R-Defense-Bunker2-Rocket-TopAtkIncHvy,Bunker2-Rocket-TopAtkIncHvy,0,0
R-Defense-Bunker3-Rocket-TopAtkPlas,Bunker3-Rocket-TopAtkPlas,0,0
R-Defense-Bunker3-Rocket-TopAtkPlasHvy,Bunker3-Rocket-TopAtkPlasHvy,0,0
R-Defense-Bunker2-Rocket-Ripple,Bunker2-Rocket-Ripple,0,0
R-Defense-Bunker3-Rocket-Archangel,Bunker3-Rocket-Archangel,0,0
R-Defense-Bunker-Rocket-Sunburst,Bunker-Rocket-Sunburst,0,0
R-Defense-Bunker3-Rocket-Cherub,Bunker3-Rocket-Cherub,0,0
R-Defense-Bunker2-Rocket-SAM,Bunker2-Rocket-SAM,0,0
R-Defense-Bunker2-Rocket-SAMHvy,Bunker2-Rocket-SAMHvy,0,0
R-Defense-Bunker3-Rocket-SAM2,Bunker3-Rocket-SAM2,0,0
R-Defense-Bunker3-Rocket-SAM2Hvy,Bunker3-Rocket-SAM2Hvy,0,0
R-Defense-Bunker4-Rocket-Gattling,Bunker4-Rocket-Gattling,0,0
R-Defense-Bunker4-Rocket-LasProp-AT,Bunker4-Rocket-LasProp-AT,0,0
R-Defense-Bunker4-Rocket-LasProp-AP,Bunker4-Rocket-LasProp-AP,0,0
R-Defense-Bunker4-Rocket-LasProp-Plas,Bunker4-Rocket-LasProp-Plas,0,0
R-Defense-Bunker3-SpyTurretNEXUS,Bunker3-SpyTurretNEXUS,0,0
R-Defense-Empl-Mortar,Emplacement-MortarPit01,0,0
R-Defense-Empl-MortarHvy,Emplacement-MortarPit02,0,0
R-Defense-Empl-MortarRot,Emplacement-RotMor,0,0
R-Defense-Empl-MortarInc,Emplacement-MortarPit-Incenediary,0,0
R-Defense-Empl2-MortarEMP,Emplacement-MortarEMP,0,0
R-Defense-Empl3-MortarHvyPlas,Empl3-MortarHvyPlas,0,0
R-Defense-Empl3-MortarRotPlas,Empl3-MortarRotPlas,0,0
R-Defense-Empl3-Mortar-Ramjet,Empl3-Mortar-Ramjet,0,0
R-Defense-Empl3-Mortar-RamjetHvy,Empl3-Mortar-RamjetHvy,0,0
R-Defense-Empl3-Mortar-RamjetRot,Empl3-Mortar-RamjetRot,0,0
R-Defense-Empl3-MortarGattling,Empl3-MortarGattling,0,0
R-Defense-Empl4-Mortar-Gauss,Empl4-Mortar-Gauss,0,0
R-Defense-Empl4-Mortar-GaussHvy,Empl4-Mortar-GaussHvy,0,0
R-Defense-Empl4-Mortar-GaussRot,Empl4-Mortar-GaussRot,0,0
R-Defense-Empl4-Mortar-GaussInc,Empl4-Mortar-GaussInc,0,0
R-Defense-Empl4-Mortar-GaussHvyPlas,Empl4-Mortar-GaussHvyPlas,0,0
R-Defense-Empl4-Mortar-GaussRotPlas,Empl4-Mortar-GaussRotPlas,0,0
R-Defense-Empl4-Mortar-GaussRamjet,Empl4-Mortar-GaussRamjet,0,0
R-Defense-Empl4-Mortar-GaussRamjetHvy,Empl4-Mortar-GaussRamjetHvy,0,0
R-Defense-Empl4-Mortar-GaussRamjetRot,Empl4-Mortar-GaussRamjetRot,0,0
R-Defense-Empl4-MortarGattlingGauss,Empl4-MortarGattlingGauss,0,0
R-Defense-Empl2-Howitzer,Emplacement-Howitzer105,0,0
R-Defense-Empl2-HowitzerHvy,Emplacement-Howitzer150,0,0
R-Defense-Empl2-HowitzerRot,Emplacement-RotHow,0,0
R-Defense-Empl2-HowitzerInc,Emplacement-Howitzer-Incenediary,0,0
R-Defense-Empl3-HowitzerHvyPlas,Empl3-HowitzerHvyPlas,0,0
R-Defense-Empl3-HowitzerRotPlas,Empl3-HowitzerRotPlas,0,0
R-Defense-Empl3-HowitzerRamjet,Empl3-HowitzerRamjet,0,0
R-Defense-Empl3-HowitzerRamjetHvy,Empl3-HowitzerRamjetHvy,0,0
R-Defense-Empl3-HowitzerRamjetRot,Empl3-HowitzerRamjetRot,0,0
R-Defense-Empl3-HowitzerBB,Empl3-HowitzerBB,0,0
R-Defense-Empl3-HowitzerGattling,Empl3-HowitzerGattling,0,0
R-Defense-Empl4-HowitzerGauss,Empl4-HowitzerGauss,0,0
R-Defense-Empl4-HowitzerGaussHvy,Empl4-HowitzerGaussHvy,0,0
R-Defense-Empl4-HowitzerGaussRot,Empl4-HowitzerGaussRot,0,0
R-Defense-Empl4-HowitzerGaussInc,Empl4-HowitzerGaussInc,0,0
R-Defense-Empl4-HowitzerGaussHvyPlas,Empl4-HowitzerGaussHvyPlas,0,0
R-Defense-Empl4-HowitzerGaussRotPlas,Empl4-HowitzerGaussRotPlas,0,0
R-Defense-Empl4-HowitzerGaussRamjet,Empl4-HowitzerGaussRamjet,0,0
R-Defense-Empl4-HowitzerGaussRamjetHvy,Empl4-HowitzerGaussRamjetHvy,0,0
R-Defense-Empl4-HowitzerGaussRamjetRot,Empl4-HowitzerGaussRamjetRot,0,0
R-Defense-Empl4-HowitzerGaussBB,Empl4-HowitzerGaussBB,0,0
R-Defense-Empl4-HowitzerGattlingGauss,Empl4-HowitzerGattlingGauss,0,0
R-Defense-Empl-Cannon-Flak,AASite-QuadBof,0,0
R-Defense-Empl-Flame1Mk1,Empl-Flame1Mk1,0,0
R-Defense-Empl-Flame1Med,Empl-Flame1Med,0,0
R-Defense-Empl-Flame1Hvy,Empl-Flame1Hvy,0,0
R-Defense-Empl2-Flame2,Empl2-Flame2,0,0
R-Defense-Empl2-Flame2Med,Empl2-Flame2Med,0,0
R-Defense-Empl2-Flame2Hvy,Empl2-Flame2Hvy,0,0
R-Defense-Empl3-PlasmiteFlamer,Empl3-PlasmiteFlamer,0,0
R-Defense-Empl3-PlasmiteFlamerMed,Empl3-PlasmiteFlamerMed,0,0
R-Defense-Empl3-PlasmiteFlamerHvy,Empl3-PlasmiteFlamerHvy,0,0
R-Defense-Empl-Laser-AA,Empl-Laser-AA,0,0
R-Defense-Empl3-Laser-AA2,Empl3-Laser-AA2,0,0
R-Defense-Empl-MG-AALgt,Empl-MG-AALgt,0,0
R-Defense-Empl-MG-AA,Empl-MG-AA,0,0
R-Defense-Empl2-MG-AA2Lgt,Empl2-MG-AA2Lgt,0,0
R-Defense-Empl2-MG-AA2,Empl2-MG-AA2,0,0
R-Defense-Empl3-Railgun-GattlingAALgt,Empl3-Railgun-GattlingAALgt,0,0
R-Defense-Empl3-Railgun-GattlingAA,Empl3-Railgun-GattlingAA,0,0
R-Defense-Empl3-Railgun-Flak,Empl3-Railgun-Flak,0,0
R-Defense-Empl-Rocket-MRL,Emplacement-MRL-pit,0,0
R-Defense-Empl-Rocket-MRLHvy,Empl-Rocket-MRLHvy,0,0
R-Defense-Empl2-Rocket-Ripple,Emplacement-Rocket06-IDF,0,0
R-Defense-Empl-Rocket-Sunburst,P0-AASite-Sunburst,0,0
R-Defense-Empl2-Rocket-SAM,Empl2-Rocket-SAM,0,0
R-Defense-Empl2-Rocket-SAMHvy,Empl2-Rocket-SAMHvy,0,0
R-Defense-Empl3-Rocket-SAM2,P0-AASite-SAM1,0,0
R-Defense-Empl3-Rocket-SAM2Hvy,P0-AASite-SAM2,0,0
R-Defense-Empl3-Rocket-Seraph,Emplacement-MdART-pit,0,0
R-Defense-Empl3-Rocket-SeraphHvy,Empl3-Rocket-SeraphHvy,0,0
R-Defense-Empl3-Rocket-Archangel,Emplacement-HvART-pit,0,0
R-Defense-Empl3-Rocket-Cherub,Empl3-Rocket-Cherub,0,0
R-Defense-Empl2-Rocket-TopAttack,Empl2-Rocket-TopAttack,0,0
R-Defense-Empl2-Rocket-TopAttackHvy,Empl2-Rocket-TopAttackHvy,0,0
R-Defense-Empl2-Rocket-TopAtkInc,Empl2-Rocket-TopAtkInc,0,0
R-Defense-Empl2-Rocket-TopAtkIncHvy,Empl2-Rocket-TopAtkIncHvy,0,0
R-Defense-Empl3-Rocket-TopAtkPlas,Empl3-Rocket-TopAtkPlas,0,0
R-Defense-Empl3-Rocket-TopAtkPlasHvy,Empl3-Rocket-TopAtkPlasHvy,0,0
R-Defense-Empl4-Rocket-LasProp-AT,Empl4-Rocket-LasProp-AT,0,0
R-Defense-Empl4-Rocket-LasProp-AP,Empl4-Rocket-LasProp-AP,0,0
R-Defense-Empl4-Rocket-LasProp-Plas,Empl4-Rocket-LasProp-Plas,0,0
R-Defense-Empl3-TBM-FuelAir,Empl3-TBM-FuelAir,0,0
R-Defense-Empl3-TBM-Earthquake,Empl3-TBM-Earthquake,0,0
R-Defense-Empl3-TBM-Plasmite,Empl3-TBM-Plasmite,0,0
R-Defense-Empl3-TBM-Precision,Empl3-TBM-Precision,0,0
R-Defense-Tower-Cannon-Lgt,Tower-Cannon-Lgt,0,0
R-Defense-Tower-Cannon-Med,Tower-Cannon-Med,0,0
R-Defense-Tower-Cannon-Aslt,Tower-Cannon-Aslt,0,0
R-Defense-Tower2-Cannon-HPVLgt,Tower2-Cannon-HPVLgt,0,0
R-Defense-Tower2-Cannon-HPVMed,Tower-VulcanCan,0,0
R-Defense-Tower2-Cannon-HPVAslt,Tower2-Cannon-HPVAslt,0,0
R-Defense-Tower2-Cannon-Shotgun,Tower2-Cannon-Shotgun,0,0
R-Defense-Tower2-EMP-Cannon,Tower2-EMP-Cannon,0,0
R-Defense-Tower2-Laser-AP1,Tower2-Laser-AP1,0,0
R-Defense-Tower2-Laser-AT1,Tower2-Laser-AT1,0,0
R-Defense-Tower3-Laser-AP3,Tower3-Laser-AP3,0,0
R-Defense-Tower3-Laser-AT3,Tower3-Laser-AT3,0,0
R-Defense-Tower-MG1,GuardTower1,0,0
R-Defense-Tower-MG2,GuardTower2,0,0
R-Defense-Tower-MG3,GuardTower3,0,0
R-Defense-Tower2-MG4,GuardTower-RotMg,0,0
R-Defense-Tower-MG-AntiTank,Tower-MG-AntiTank,0,0
R-Defense-Tower2-MG-AntiTank2,Tower2-MG-AntiTank2,0,0
R-Defense-Tower-MG3Inc,Tower-MG3Inc,0,0
R-Defense-Tower3-MG4Inc,Tower3-MG4Inc,0,0
R-Defense-Tower3-Railgun-Gattling,Tower3-Railgun-Gattling,0,0
R-Defense-Tower3-Railgun-GattlingInc,Tower3-Railgun-GattlingInc,0,0
R-Defense-Tower3-Railgun-GattlingTwin,Tower3-Railgun-GattlingTwin,0,0
R-Defense-Tower3-Railgun-GattlingIncTwin,Tower3-Railgun-GattlingIncTwin,0,0
R-Defense-Tower3-MG-AntiTankGss,Tower3-MG-AntiTankGss,0,0
R-Defense-Tower4-Railgun-Gattling,Tower4-Railgun-Gattling,0,0
R-Defense-Tower4-Railgun-GattlingInc,Tower4-Railgun-GattlingInc,0,0
R-Defense-Tower3-Railgun-Lgt,GuardTower-Rail1,0,0
R-Defense-Tower3-Railgun-Med,Tower3-Railgun-Med,0,0
R-Defense-Tower3-Railgun-Aslt,Tower3-Railgun-Aslt,0,0
R-Defense-Tower3-Railgun-Shotgun,Tower3-Railgun-Shotgun,0,0
R-Defense-Tower-Rocket-AT,GuardTower5,0,0
R-Defense-Tower2-Rocket-AT2,Tower2-Rocket-AT2,0,0
R-Defense-Tower3-Rocket-AT3,GuardTower-ATMiss,0,0
R-Defense-Tower-Rocket-Pod,GuardTower6,0,0
R-Defense-Tower2-Rocket-Pod2,Tower2-Rocket-Pod2,0,0
R-Defense-Tower3-Rocket-Pod3,Tower3-Rocket-Pod3,0,0
R-Defense-Tower3-SpyTurretNEXUS,Sys-SpyTower,0,0
R-Defense-WallTower-Cannon-Lgt,WallTower02,0,0
R-Defense-WallTower-Cannon-Med,WallTower03,0,0
R-Defense-WallTower-Cannon-Hvy,WallTower04,0,0
R-Defense-WallTower2-Cannon-HPVMed,WallTower-HPVcannon,0,0
R-Defense-WallTower-Cannon-Aslt,Wall-VulcanCan,0,0
R-Defense-WallTower-Cannon-TwinAslt,WallTower-Cannon-TwinAslt,0,0
R-Defense-WallTower2-Cannon-HPVLgt,WallTower2-Cannon-HPVLgt,0,0
R-Defense-WallTower2-Cannon-HPVAslt,WallTower2-Cannon-HPVAslt,0,0
R-Defense-WallTower2-Cannon-HPVHvy,WallTower2-Cannon-HPVHvy,0,0
R-Defense-WallTower2-Cannon-HPVTwinAslt,WallTower2-Cannon-HPVTwinAslt,0,0
R-Defense-WallTower-Cannon-Flak,WallTower-DoubleAAGun,0,0
R-Defense-WallTower2-Cannon-Shotgun,WallTower2-Cannon-Shotgun,0,0
R-Defense-WallTower2-Cannon-Gattling,WallTower2-Cannon-Gattling,0,0
R-Defense-WallTower3-Cannon-HPVGattling,WallTower3-Cannon-HPVGattling,0,0
R-Defense-WallTower3-Cannon-Ramjet,WallTower3-Cannon-Ramjet,0,0
R-Defense-WallTower2-Cannon-Inc,WallTower2-Cannon-Inc,0,0
R-Defense-WallTower3-Cannon-Plas,WallTower3-Cannon-Plas,0,0
R-Defense-WallTower2-EMP-Cannon,WallTower-EMP,0,0
R-Defense-WallTower4-Flamer-PlasmaCannon,WallTower4-Flamer-PlasmaCannon,0,0
R-Defense-WallTower2-Laser-AP1,WallTower2-Laser-AP1,0,0
R-Defense-WallTower2-Laser-AT1,WallTower2-Laser-AT1,0,0
R-Defense-WallTower2-Laser-AP2,WallTower2-Laser-AP2,0,0
R-Defense-WallTower2-Laser-AT2,WallTower2-Laser-AT2,0,0
R-Defense-WallTower3-Laser-AP3,WallTower3-Laser-AP3,0,0
R-Defense-WallTower3-Laser-AT3,WallTower3-Laser-AT3,0,0
R-Defense-WallTower3-Laser-AP4,WallTower3-Laser-AP4,0,0
R-Defense-WallTower3-Laser-AT4,WallTower3-Laser-AT4,0,0
R-Defense-WallTower4-Laser-Plasma,WallTower4-Laser-Plasma,0,0
R-Defense-WallTower-Laser-AA,WallTower-Laser-AA,0,0
R-Defense-WallTower3-Laser-AA2,WallTower3-Laser-AA2,0,0
R-Defense-WallTower-MG3,WallTower01,0,0
R-Defense-WallTower-MG3Twin,WallTower-MG3Twin,0,0
R-Defense-WallTower2-MG4,Wall-RotMg,0,0
R-Defense-WallTower2-MG5,WallTower-TwinAssaultGun,0,0
R-Defense-WallTower-MG-AntiTank,WallTower-MG-AntiTank,0,0
R-Defense-WallTower-MG-AntiTankTwin,WallTower-MG-AntiTankTwin,0,0
R-Defense-WallTower2-MG-AntiTank2,WallTower2-MG-AntiTank2,0,0
R-Defense-WallTower2-MG-AntiTank2Twin,WallTower2-MG-AntiTank2Twin,0,0
R-Defense-WallTower-MG-AALgt,WallTower-MG-AALgt,0,0
R-Defense-WallTower-MG-AA,WallTower-MG-AA,0,0
R-Defense-WallTower2-MG-AA2Lgt,WallTower2-MG-AA2Lgt,0,0
R-Defense-WallTower2-MG-AA2,WallTower2-MG-AA2,0,0
R-Defense-WallTower-MG3Inc,WallTower-MG3Inc,0,0
R-Defense-WallTower-MG3IncTwin,WallTower-MG3IncTwin,0,0
R-Defense-WallTower3-MG4Inc,WallTower3-MG4Inc,0,0
R-Defense-WallTower3-MG4IncTwin,WallTower3-MG4IncTwin,0,0
R-Defense-WallTower3-Railgun-Gattling,WallTower3-Railgun-Gattling,0,0
R-Defense-WallTower3-Railgun-GattlingInc,WallTower3-Railgun-GattlingInc,0,0
R-Defense-WallTower3-Railgun-GattlingTwin,WallTower3-Railgun-GattlingTwin,0,0
R-Defense-WallTower3-Railgun-GattlingIncTwin,WallTower3-Railgun-GattlingIncTwin,0,0
R-Defense-WallTower3-Railgun-GattlingAALgt,WallTower3-Railgun-GattlingAALgt,0,0
R-Defense-WallTower3-Railgun-GattlingAA,WallTower3-Railgun-GattlingAA,0,0
R-Defense-WallTower3-MG-AntiTankGss,WallTower3-MG-AntiTankGss,0,0
