Research ID,unused,Subgroup icon,Major tech,Main icon,IMD,IMD2,MsgName,StructName,CompName,CompType,ResearchPoints,keyTopic,unused,unused,unused,unused,unused,unused,0
R-Cyborg-Armor-Heat05,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,0,0,0,0,10000,0,1,1,0,0,0,0,0
R-Cyborg-Armor-Heat06,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,0,0,0,0,12000,0,1,1,0,0,0,0,0
R-Cyborg-Armor-Heat07,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,0,0,0,BODY,14000,0,1,1,0,0,0,0,0
R-Cyborg-Armor-Heat08,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,0,0,0,BODY,16000,0,1,1,0,0,0,0,0
R-Cyborg-Armor-Heat09,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icamrhot.pie,0,0,0,0,BODY,18000,0,1,1,0,0,0,0,0
R-Cyborg-HvyConst,Level Two,0,0,IMAGE_RES_CYBORGTECH,0,0,0,0,Cyb-Hvywpn-Mcannon,WEAPON,4800,0,2,0,0,0,0,0,0
R-Cyborg-Hvywpn-Mcannon,Level Two,0,0,IMAGE_RES_CYBORGTECH,0,0,0,0,Cannon2A-TMk1,WEAPON,4000,0,2,0,0,0,0,0,0
R-Cyborg-Hvywpn-Acannon,Level Two,0,0,IMAGE_RES_CYBORGTECH,0,0,0,0,Cannon5VulcanMk1,WEAPON,4000,0,2,0,0,0,0,0,0
R-Cyborg-Hvywpn-HPV,Level Two-Three,0,0,IMAGE_RES_CYBORGTECH,0,0,0,0,Cannon4AUTOMk1,WEAPON,4000,0,2,0,0,0,0,0,0
R-Cyborg-Hvywpn-TK,Level Two,0,0,IMAGE_RES_CYBORGTECH,0,0,0,0,Rocket-VTOL-HvyA-T,WEAPON,5000,0,2,0,0,0,0,0,0
R-Cyborg-Hvywpn-PulseLsr,Level Three,0,0,IMAGE_RES_CYBORGTECH,0,0,0,0,Laser2PULSEMk1,WEAPON,5000,0,1,0,0,0,0,0,0
R-Cyborg-Hvywpn-RailGunner,Level Three,0,0,IMAGE_RES_CYBORGTECH,0,0,0,0,RailGun2Mk1,WEAPON,5500,0,1,0,0,0,0,0,0
R-Cyborg-Hvywpn-A-T,Level Three,0,0,IMAGE_RES_CYBORGTECH,0,0,0,0,Missile-A-T,WEAPON,5000,0,2,0,0,0,0,0,0
R-Cyborg-Metals01,Level One,IMAGE_RES_GRPUPG,0,IMAGE_RES_CYBORGTECH,icmolql.pie,0,0,0,0,0,1200,0,2,1,0,0,0,0,0
R-Cyborg-Metals02,Level One,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icmolql.pie,0,0,0,0,0,2083,0,1,1,0,0,0,0,0
R-Cyborg-Metals03,Level One-Two,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icmolql.pie,0,0,0,0,0,3600,0,1,1,0,0,0,0,0
R-Cyborg-Metals04,Level Two,IMAGE_RES_GRPUPG,0,IMAGE_RES_CYBORGTECH,icmolql.pie,0,0,0,0,0,5600,0,2,1,0,0,0,0,0
R-Cyborg-Metals05,Level Two,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icmolql.pie,0,0,0,0,0,7600,0,1,1,0,0,0,0,0
R-Cyborg-Metals06,Level Two-Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icmolql.pie,0,0,0,0,0,9600,0,1,1,0,0,0,0,0
R-Cyborg-Metals07,Level Three,IMAGE_RES_GRPUPG,0,IMAGE_RES_CYBORGTECH,icmolql.pie,0,0,0,0,0,11600,0,1,1,0,0,0,0,0
R-Cyborg-Metals08,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icmolql.pie,0,0,0,0,0,13600,0,1,1,0,0,0,0,0
R-Cyborg-Metals09,Level Three,IMAGE_RES_GRPUPG,1,IMAGE_RES_CYBORGTECH,icmolql.pie,0,0,0,0,0,15600,0,1,1,0,0,0,0,0
R-Cyborg-Transport,Level All,0,0,IMAGE_RES_CYBORGTECH,0,0,0,0,TransporterBody,BODY,6250,1,2,0,0,0,0,0,0
R-SuperTransport,Level All,0,0,IMAGE_RES_DROIDTECH,0,0,0,0,SuperTransportBody,BODY,14400,1,2,0,0,0,0,0,0
R-Defense-TankTrap01,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,A0TankTrap,0,0,781,0,1,0,0,0,1,0,0
R-Defense-TankTrapGate,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,TankTrapGate,0,0,781,0,1,0,0,0,1,0,0
R-Defense-HardcreteWall,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,A0HardcreteMk1Wall,0,0,1563,1,1,0,0,0,2,0,0
R-Defense-HardcreteGate,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,A0HardcreteMk1Gate,0,0,781,0,1,0,0,0,1,0,0
R-Defense-SupercreteWall,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,SupercreteWall,0,0,2064,1,1,0,0,0,2,0,0
R-Defense-SupercreteGate,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,SupercreteGate,0,0,1032,0,1,0,0,0,1,0,0
R-Defense-PlascreteWall,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,PlascreteWall,0,0,2726,1,1,0,0,0,2,0,0
R-Defense-PlascreteGate,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,PlascreteGate,0,0,1363,0,1,0,0,0,1,0,0
R-Defense-PlasteelWall,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,PlasteelWall,0,0,3600,1,1,0,0,0,2,0,0
R-Defense-PlasteelGate,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,PlasteelGate,0,0,1800,0,1,0,0,0,1,0,0
R-Defense-TowerConst01,Level One,0,0,IMAGE_RES_DEFENCE,blguardm.pie,0,0,0,0,0,781,0,1,0,0,0,1,0,0
R-Defense-TowerConst02,Level All,0,0,IMAGE_RES_DEFENCE,blguardr.pie,0,0,0,0,0,1563,1,1,0,0,0,2,0,0
R-Defense-TowerConst03,Level All,0,0,IMAGE_RES_DEFENCE,blguardn.pie,0,0,0,0,0,2064,1,1,0,0,0,2,0,0
R-Defense-TowerConst04,Level All,0,0,IMAGE_RES_DEFENCE,blgrdnex.pie,0,0,0,0,0,2726,1,1,0,0,0,2,0,0
R-Defense-TowerConst05,Level All,0,0,IMAGE_RES_DEFENCE,blguardr.pie,0,0,0,0,0,3600,1,1,0,0,0,2,0,0
R-Defense-EmplConst01,Level All,0,0,IMAGE_RES_DEFENCE,blhowmnt.pie,0,0,0,0,0,1563,1,1,0,0,0,2,0,0
R-Defense-EmplConst02,Level All,0,0,IMAGE_RES_DEFENCE,blhowmnt.pie,0,0,0,0,0,2064,1,1,0,0,0,2,0,0
R-Defense-EmplConst03,Level All,0,0,IMAGE_RES_DEFENCE,blhowmnt.pie,0,0,0,0,0,2726,1,1,0,0,0,2,0,0
R-Defense-EmplConst04,Level All,0,0,IMAGE_RES_DEFENCE,blhowmnt.pie,0,0,0,0,0,3600,1,1,0,0,0,2,0,0
R-Defense-WallTowerConst01,Level All,0,0,IMAGE_RES_DEFENCE,blguard1.pie,0,0,0,0,0,3125,1,1,0,0,0,2,0,0
R-Defense-WallTowerConst02,Level All,0,0,IMAGE_RES_DEFENCE,blguard2.pie,0,0,0,0,0,4127,1,1,0,0,0,2,0,0
R-Defense-WallTowerConst03,Level All,0,0,IMAGE_RES_DEFENCE,blguard3.pie,0,0,0,0,0,5451,1,1,0,0,0,2,0,0
R-Defense-WallTowerConst04,Level All,0,0,IMAGE_RES_DEFENCE,blguard1.pie,0,0,0,0,0,7200,1,1,0,0,0,2,0,0
R-Defense-BunkerConst01,Level All,0,0,IMAGE_RES_DEFENCE,blpilbox.pie,0,0,0,0,0,3125,1,1,0,0,0,2,0,0
R-Defense-BunkerConst02,Level All,0,0,IMAGE_RES_DEFENCE,blpilbox.pie,0,0,0,0,0,4127,1,1,0,0,0,2,0,0
R-Defense-BunkerConst03,Level All,0,0,IMAGE_RES_DEFENCE,blpilbox.pie,0,0,0,0,0,5451,1,1,0,0,0,2,0,0
R-Defense-BunkerConst04,Level All,0,0,IMAGE_RES_DEFENCE,blpilbox.pie,0,0,0,0,0,7200,1,1,0,0,0,2,0,0
R-Defense-SuperEmplConst01,Level All,0,0,IMAGE_RES_DEFENCE,stsupempl.pie,0,0,0,0,0,8255,1,1,0,0,0,2,0,0
R-Defense-SuperEmplConst02,Level All,0,0,IMAGE_RES_DEFENCE,stsupempl.pie,0,0,0,0,0,10903,1,1,0,0,0,2,0,0
R-Defense-SuperEmplConst03,Level All,0,0,IMAGE_RES_DEFENCE,stsupempl.pie,0,0,0,0,0,14400,1,1,0,0,0,2,0,0
R-Defense-FortConst01,Level All,0,0,IMAGE_RES_DEFENCE,stwpfcan.pie,0,0,0,0,0,8255,1,1,0,0,0,2,0,0
R-Defense-FortConst02,Level All,0,0,IMAGE_RES_DEFENCE,stwpfcan.pie,0,0,0,0,0,10903,1,1,0,0,0,2,0,0
R-Defense-FortConst03,Level All,0,0,IMAGE_RES_DEFENCE,stwpfcan.pie,0,0,0,0,0,14400,1,1,0,0,0,2,0,0
R-Defense-Pillbox04,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox4,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Cannon6,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox-Cannon6,0,BODY,1,0,2,0,1,0,1,0,0
R-Defense-Bunker-HPVcannon,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Cannon-Hvy,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Emplacement-HPVcannon,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-HPVcannon,0,0,1,0,1,0,1,1,1,0,0
R-Defense-PlasmaCannon,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-PlasmaCannon,0,BODY,1,0,1,0,1,0,1,0,0
R-Defense-PrisLas,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-PrisLas,0,0,1,0,1,0,1,0,1,0,0
R-Defense-HeavyLas,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-HeavyLaser,0,BODY,1,0,1,0,1,0,1,0,0
R-Defense-Pillbox01,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox1,0,0,1,0,2,0,1,0,1,0,0
R-Defense-RotMG,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Pillbox-RotMG,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Rail2,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-Rail2,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Rail3,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-Rail3,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Pillbox06,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox6,0,0,1,0,2,0,1,0,1,0,0
R-Defense-HvyA-Trocket,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-HvyATrocket,0,0,1,0,1,0,1,0,1,0,0
R-Defense-GuardTower-ATMiss,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,GuardTower-ATMiss,0,0,1,0,1,0,1,1,1,0,0
R-Defense-MortarPit,Level One-Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-MortarPit01,0,0,1,0,2,0,1,0,1,0,0
R-Defense-HvyMor,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-MortarPit02,0,0,1,0,2,0,1,1,1,0,0
R-Defense-RotMor,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-RotMor,0,0,1,0,1,0,1,1,1,0,0
R-Defense-MortarPit-Incenediary,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-MortarPit-Incenediary,0,BODY,1,0,2,0,1,0,1,0,0
R-Defense-EMPMortar,Level All,IMAGE_RES_GRPUPG,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-MortarEMP,0,PROPULSION,1,0,1,0,1,0,1,0,0
R-Defense-Howitzer,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-Howitzer105,0,BODY,1,0,1,0,1,0,1,0,0
R-Defense-HvyHowitzer,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-Howitzer150,0,0,1,0,2,0,1,0,1,0,0
R-Defense-RotHow,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-RotHow,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Howitzer-Incenediary,Level Two-Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-Howitzer-Incenediary,0,0,1,0,2,0,1,0,1,0,0
R-Defense-AASite-QuadBof,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,AASite-QuadBof,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Pillbox05,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,PillBox5,0,0,1,0,2,0,1,0,1,0,0
R-Defense-HvyFlamer,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Tower-Projector,0,0,1,0,1,0,1,1,1,0,0
R-Defense-PlasmiteFlamer,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Plasmite-flamer-bunker,0,BODY,1,0,1,0,1,2,1,0,0
R-Defense-FlamerEmp,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,Empl-Laser-AA,0,0,1,0,2,0,1,0,1,0,0
R-Defense-AA-Laser,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,P0-AASite-Laser,0,PROPULSION,1,0,1,0,1,0,1,0,0
R-Defense-AASite-QuadMg1,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,AASite-QuadMg1,0,0,1,1,1,0,1,0,1,0,0
R-Defense-AASite-QuadRotMg,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,AASite-QuadRotMg,0,0,1,0,2,0,1,1,1,0,0
R-Defense-MRL,Level One-Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-MRL-pit,0,0,1,0,2,0,1,0,1,0,0
R-Defense-IDFRocket,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-Rocket06-IDF,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Sunburst,Level All,0,1,IMAGE_RES_DEFENCE,0,0,0,P0-AASite-Sunburst,0,PROPULSION,1,0,1,0,1,0,1,0,0
R-Defense-SamSite1,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,P0-AASite-SAM1,0,0,1,0,1,0,1,0,1,0,0
R-Defense-SamSite2,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,P0-AASite-SAM2,0,0,1,0,1,0,1,1,1,0,0
R-Defense-MdArtMissile,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-MdART-pit,0,0,1,0,1,0,1,1,1,0,0
R-Defense-HvyArtMissile,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Emplacement-HvART-pit,0,0,1,0,1,0,1,3,1,0,0
R-Defense-PulseLas,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,GuardTower-BeamLas,0,0,1,0,1,0,1,0,1,0,0
R-Defense-Tower01,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,GuardTower1,0,0,1,1,1,0,1,0,1,0,0
R-Defense-GuardTower-Rail1,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,GuardTower-Rail1,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Tower06,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,GuardTower6,0,0,1,0,2,0,1,0,1,0,0
R-Sys-SpyTower,Level All,0,0,IMAGE_RES_SYSTEMTECH,icmolql.pie,0,0,Sys-SpyTower,0,BODY,1,1,1,0,0,0,1,0,0
R-Defense-WallTower02,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower02,0,0,1,0,2,0,1,0,1,0,0
R-Defense-WallTower03,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower03,0,0,1,0,2,0,1,1,1,0,0
R-Defense-WallTower04,Level One,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower04,0,0,1,0,2,0,1,0,1,0,0
R-Defense-WallTower-HPVcannon,Level Two-Three,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-HPVcannon,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Wall-VulcanCan,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Wall-VulcanCan,0,0,1,0,1,0,1,1,1,0,0
R-Defense-EMPCannon,Level All,IMAGE_RES_GRPUPG,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-EMP,0,BODY,1,0,1,0,1,0,1,0,0
R-Defense-WallTower-PulseLas,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-PulseLas,0,0,1,0,1,0,1,0,1,0,0
R-Defense-WallTower01,Level One-Two,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower01,0,0,1,0,3,0,1,0,1,0,0
R-Defense-Wall-RotMg,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Wall-RotMg,0,0,1,0,2,0,1,1,1,0,0
R-Defense-WallTower-TwinAGun,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-TwinAssaultGun,0,PROPULSION,1,0,1,0,1,1,1,0,0
R-Defense-WallTower-DoubleAAgun,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-DoubleAAGun,0,PROPULSION,1,0,1,0,1,0,1,0,0
R-Defense-WallTower-QuadRotAA,Level All,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-QuadRotAAGun,0,PROPULSION,1,0,1,0,1,0,1,0,0
R-Defense-WallTower-Rail2,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-Rail2,0,0,1,0,1,0,1,0,1,0,0
R-Defense-WallTower-Rail3,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-Rail3,0,0,1,0,1,0,1,1,1,0,0
R-Defense-WallTower06,Level One-Two,IMAGE_RES_GRPACC,0,IMAGE_RES_DEFENCE,0,0,0,WallTower06,0,0,1,0,2,0,1,0,1,0,0
R-Defense-WallTower-HvyA-Trocket,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-HvATrocket,0,0,1,0,1,0,1,0,1,0,0
R-Defense-WallTower-A-Tmiss,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-Atmiss,0,0,1,0,1,0,1,1,1,0,0
R-Defense-WallTower-SamSite,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-SamSite,0,PROPULSION,1,0,2,0,1,0,1,0,0
R-Defense-WallTower-SamHvy,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,WallTower-SamHvy,0,PROPULSION,1,0,2,0,1,1,1,0,0
R-Defense-Bunker-Mortar,Level One-Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-Mortar,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker-MortarHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-MortarHvy,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Bunker-MortarRot,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-MortarRot,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker-MortarInc,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker-MortarInc,0,BODY,1,0,2,0,1,0,1,0,0
R-Defense-Bunker2-MortarEMP,Level All,IMAGE_RES_GRPUPG,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-MortarEMP,0,PROPULSION,1,0,1,0,1,0,1,0,0
R-Defense-Bunker3-MortarHvyPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-MortarHvyPlas,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Bunker3-MortarRotPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-MortarRotPlas,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-Mortar-Ramjet,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Mortar-Ramjet,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Bunker3-Mortar-RamjetHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Mortar-RamjetHvy,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Bunker3-Mortar-RamjetRot,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-Mortar-RamjetRot,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-MortarGattling,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-MortarGattling,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Mortar-Gauss,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Mortar-Gauss,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Bunker4-Mortar-GaussHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Mortar-GaussHvy,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Bunker4-Mortar-GaussRot,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Mortar-GaussRot,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Mortar-GaussInc,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Mortar-GaussInc,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Bunker4-Mortar-GaussHvyPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Mortar-GaussHvyPlas,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Bunker4-Mortar-GaussRotPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Mortar-GaussRotPlas,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-Mortar-GaussRamjet,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Mortar-GaussRamjet,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Bunker4-Mortar-GaussRamjetHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Mortar-GaussRamjetHvy,0,0,1,0,2,0,1,1,1,0,0
R-Defense-Bunker4-Mortar-GaussRamjetRot,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-Mortar-GaussRamjetRot,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker4-MortarGattlingGauss,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker4-MortarGattlingGauss,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-Howitzer,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-Howitzer,0,BODY,1,0,1,0,1,0,1,0,0
R-Defense-Bunker2-HowitzerHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-HowitzerHvy,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker2-HowitzerRot,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-HowitzerRot,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker2-HowitzerInc,Level Two-Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker2-HowitzerInc,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker3-HowitzerHvyPlas,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-HowitzerHvyPlas,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker3-HowitzerRotPlas,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-HowitzerRotPlas,0,0,1,0,1,0,1,1,1,0,0
R-Defense-Bunker3-HowitzerRamjet,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-HowitzerRamjet,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker3-HowitzerRamjetHvy,Level Two,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-HowitzerRamjetHvy,0,0,1,0,2,0,1,0,1,0,0
R-Defense-Bunker3-HowitzerRamjetRot,Level Three,0,0,IMAGE_RES_DEFENCE,0,0,0,Bunker3-HowitzerRamjetRot,0,0,1,0,1,0,1,1,1,0,0
